id,employee_id,Salários,Data Inicial,Data FInal,Bonus,Criado_em,Upload_em
0b00aa69-bc22-4fde-a6af-749c3cd601ad,c61aa954-e38b-4a21-b283-2ae0126b11c0,"2186,31",2022-04-01,2022-05-01,,01-31-2023,01-31-2023
b02f1725-bbb9-4e57-b248-df5b22d18cd4,c61aa954-e38b-4a21-b283-2ae0126b11c0,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
503cca50-25d4-4d01-9924-c33789f41035,2b46cc6e-1014-4d8c-8817-6cfc3e4b642b,,1978-08-18,,,01-31-2023,01-31-2023
370e62bc-520e-434f-aac5-66f73edc5cc7,d322fc5c-00eb-4b45-b93b-222ac4371eb8,"2740,00",1979-10-03,2022-04-01,,01-31-2023,01-31-2023
c5b32a3e-e2cf-4868-8c3f-92532a622f3a,d322fc5c-00eb-4b45-b93b-222ac4371eb8,"2922,48",2022-04-01,,,01-31-2023,01-31-2023
0e5a1369-b959-4ab2-82bd-4a606a698113,ee330897-1589-47eb-ba6e-47a39232b2db,,1988-07-06,,,01-31-2023,01-31-2023
18ccad14-905a-4c0f-8e9e-ee447b8bcc9e,f21a84a0-9625-4b38-a5d3-7d4c790981c3,,2002-10-23,,,01-31-2023,01-31-2023
2ddee3ab-fa5c-4960-bcb9-2e9fe08b1a50,e22aa9fb-c3bb-41a1-95bb-0822775c0e5c,,1997-02-25,,,01-31-2023,01-31-2023
29fc94ee-90ba-49f9-bce7-d7652e5d58c2,7fe1d7eb-7bbf-44e7-96e7-1960363df50c,,1994-04-23,,,01-31-2023,01-31-2023
e7363193-6984-4ec3-8e8b-b96c319d9d7d,6d0ae6cf-c63f-4ccb-963b-46043fde61a7,"2100,00",1994-09-03,2022-05-01,,01-31-2023,01-31-2023
5322d6d3-6592-4a19-bf78-b34088210179,6d0ae6cf-c63f-4ccb-963b-46043fde61a7,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
57668528-9f92-4e82-afac-767d0d3c8c7a,7c8720cb-83b5-4324-bc9b-fd28569765ed,"2100,00",1996-03-11,2022-04-01,,01-31-2023,01-31-2023
ae0e18a8-7b93-4702-af81-4bf9cd4e5508,7c8720cb-83b5-4324-bc9b-fd28569765ed,"2186,31",2022-04-01,2022-04-02,,01-31-2023,01-31-2023
dedb8645-353f-40a7-b021-cf1221ac1850,7c8720cb-83b5-4324-bc9b-fd28569765ed,"3300,00",2022-04-02,2022-05-01,,01-31-2023,01-31-2023
3a1f2465-68f8-4a66-a0bf-f2737cee7492,7c8720cb-83b5-4324-bc9b-fd28569765ed,"3435,63",2022-05-01,,,01-31-2023,01-31-2023
d2f32997-175e-4579-90cf-fbe92f349ff4,8996e965-0dd1-4edd-b37a-225f2b3a4a93,"2100,00",2017-08-01,2022-04-01,,01-31-2023,01-31-2023
106ac58e-fdcc-474c-97ad-4416b20560c2,8996e965-0dd1-4edd-b37a-225f2b3a4a93,"2151,45",2022-04-01,2022-05-01,,01-31-2023,01-31-2023
76d3f123-f792-4a39-92bc-2b455b55d1de,8996e965-0dd1-4edd-b37a-225f2b3a4a93,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
1e6ee040-2585-4aaf-848d-def309d60b38,baf82a47-8300-4799-b5f8-8f9224cc354f,"2100,00",1973-01-31,2022-04-01,,01-31-2023,01-31-2023
fe93a8e4-16fa-4f71-92bb-b30766ae6461,baf82a47-8300-4799-b5f8-8f9224cc354f,"2186,31",2022-04-01,2022-05-01,,01-31-2023,01-31-2023
407206a6-7f77-4d4a-8a79-de8f8ac5a251,baf82a47-8300-4799-b5f8-8f9224cc354f,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
a361f1eb-8340-4af8-93df-e5284fff3256,67fd2e0c-97a8-478b-835e-88e255fc0a2f,"2740,00",1998-12-22,2022-04-01,,01-31-2023,01-31-2023
5b92f895-4949-4b66-91b0-27f3ff40cd45,67fd2e0c-97a8-478b-835e-88e255fc0a2f,"2922,48",2022-04-01,,,01-31-2023,01-31-2023
439f40ed-e080-4436-8e6e-db8ff207430d,6d8ea36b-cc11-4935-be23-2d43c73efa54,"2100,00",1985-12-09,2022-05-01,,01-31-2023,01-31-2023
49149580-b149-4b74-979d-5b91e0794e4a,6d8ea36b-cc11-4935-be23-2d43c73efa54,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
2ce4228c-f9bb-4d1c-a79e-4fc4724a77d4,17ad5b13-2c07-4220-9462-c0a683beab3e,"2100,00",2020-09-23,2022-04-01,,01-31-2023,01-31-2023
0fd6627b-5163-4165-bbd3-63194df18209,17ad5b13-2c07-4220-9462-c0a683beab3e,"2186,31",2022-04-01,2022-04-02,,01-31-2023,01-31-2023
aebaba17-0b62-46a4-bdf2-ed94e542f402,17ad5b13-2c07-4220-9462-c0a683beab3e,"3300,00",2022-04-02,2022-05-01,,01-31-2023,01-31-2023
7b49de93-e82a-4818-8cf0-51796ce08021,17ad5b13-2c07-4220-9462-c0a683beab3e,"3435,63",2022-05-01,,,01-31-2023,01-31-2023
28455084-da6f-4302-9b86-ff08609fc781,54917bd3-af2a-4595-81b8-7e17159f6fa7,,1990-07-22,,,01-31-2023,01-31-2023
8734975e-ae1e-4cec-82db-ccc43a7100fe,3cf1a352-80b8-40a3-a5d8-07fabe3e81e4,"2100,00",1976-04-12,2022-04-01,,01-31-2023,01-31-2023
c7c8a3ef-980c-4e6c-9123-2d1be16ab203,3cf1a352-80b8-40a3-a5d8-07fabe3e81e4,"2151,45",2022-04-01,2022-05-01,,01-31-2023,01-31-2023
f4549a96-8f5a-4d8a-be31-47988da323fe,3cf1a352-80b8-40a3-a5d8-07fabe3e81e4,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
8cb21085-a906-494e-811d-357dd2f3116f,6e23c90a-108d-4ed1-9553-cad407eae2dc,"2100,00",2008-12-22,2022-04-01,,01-31-2023,01-31-2023
48894385-9644-4fa5-914c-0cf985ac8e40,6e23c90a-108d-4ed1-9553-cad407eae2dc,"2186,31",2022-04-01,2022-05-01,,01-31-2023,01-31-2023
3dc67c63-a966-4831-83b6-cd8ad0dd6aad,6e23c90a-108d-4ed1-9553-cad407eae2dc,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
181fbeaa-d562-452e-9c25-a90b19a1ea98,d6bf7d0e-cfa0-4296-b7d0-9a0e1ede2f35,,1975-06-19,,,01-31-2023,01-31-2023
c11921e8-d87b-4157-b259-445f089d542b,4096338d-764f-419a-8330-81dc640e7e15,,2022-05-23,,,01-31-2023,01-31-2023
fce824f3-50d9-4f2d-848b-ff5727ff084d,8af1fd79-6905-41a5-9a8a-10813fe2958b,,2001-02-24,,,01-31-2023,01-31-2023
0023956a-1b20-4170-a9a8-0e025a57f777,6d55797f-95aa-41ae-b67c-5b5629599e00,,2006-03-03,,,01-31-2023,01-31-2023
97dac63d-cd76-4f0c-9c91-e5f4400c4882,0d882b5d-60e3-44cb-8cd4-59b2d7f3f285,,1985-05-28,,,01-31-2023,01-31-2023
bd339910-938e-484f-bea7-25fbbaff814e,855075d1-44c5-49b4-b85a-aadc8637ae8a,,1978-07-28,,,01-31-2023,01-31-2023
2ce6d527-4f3c-4987-81fc-9d11c78413bc,9795beca-1658-4964-aa8a-fe041d49f44b,,1984-03-11,,,01-31-2023,01-31-2023
ef29cc04-2337-4083-ace8-5e28824771be,58d88371-e5f8-4254-bde2-6b7fb90847bc,,1989-09-23,,,01-31-2023,01-31-2023
468e5533-209c-4f98-9bcb-a616505c6a9c,2783da86-b2b6-4d00-a27f-93cdcf719868,,2016-08-08,,,01-31-2023,01-31-2023
24f7dc9d-de34-41f4-9cd2-990e60b2fddb,2665ef0b-1177-449d-86ad-fb0aafa84267,,1981-12-21,,,01-31-2023,01-31-2023
84958c30-e28d-4d54-b752-aebe97bed93a,88e31a21-afb1-4d22-86a1-224619866d44,"2740,00",2006-10-01,2022-04-01,,01-31-2023,01-31-2023
6db893c1-e3e7-4a1b-a89e-3c5578c1f94d,88e31a21-afb1-4d22-86a1-224619866d44,"2922,48",2022-04-01,,,01-31-2023,01-31-2023
53b3e14d-6064-4b64-8c59-81f43b26e684,bc101a29-0486-4ad1-af17-dd56bb2884c4,,1994-07-29,,,01-31-2023,01-31-2023
f4281764-89d5-4b52-a0b7-27ecedb5d630,b5b53d29-4410-45f2-b6a8-33ec95feba90,,2006-09-18,,,01-31-2023,01-31-2023
9e74b03b-d9a9-45e7-8644-5ef733d2c697,85e37a67-9435-4598-88e5-c30feea44b85,"2100,00",2018-04-24,2022-05-01,,01-31-2023,01-31-2023
9ee29bc8-e0de-4790-b575-7f2c7e277836,85e37a67-9435-4598-88e5-c30feea44b85,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
5fc4686d-3042-44ef-afd7-053594af9770,7743faef-24fc-40db-a711-e61ce7c948a5,,2003-06-09,,,01-31-2023,01-31-2023
6cd672cb-2955-4010-985f-65d20f8dc93f,ca1a67cd-3d5b-4320-b2d5-f23cf79ae24c,"2100,00",1974-04-19,2022-04-01,,01-31-2023,01-31-2023
d9cb70fe-7038-40a5-83de-7878db1a6640,ca1a67cd-3d5b-4320-b2d5-f23cf79ae24c,"2186,31",2022-04-01,2022-04-02,,01-31-2023,01-31-2023
a1f279a7-8856-4c4e-8a80-1c18780a1ad2,ca1a67cd-3d5b-4320-b2d5-f23cf79ae24c,"3300,00",2022-04-02,2022-05-01,,01-31-2023,01-31-2023
7078a665-b1e0-4ce7-abab-687b793f51e6,ca1a67cd-3d5b-4320-b2d5-f23cf79ae24c,"3435,63",2022-05-01,,,01-31-2023,01-31-2023
090deda0-973b-430e-8c5d-0fe975e8a5fe,07b9a63c-6b51-4185-b8f6-c863cdaa7b65,,1998-10-02,,,01-31-2023,01-31-2023
3671ac79-d8f6-4a71-bfc7-f3c8becf4992,25477289-34b7-4e23-b71c-c348f9276bab,,2023-01-04,,,01-31-2023,01-31-2023
a90ab427-6ddc-4f92-b990-d9b6ba34537f,46e56256-7e1f-4b59-84dd-1d31762315b7,,1988-09-16,,,01-31-2023,01-31-2023
e5dbca72-2f54-4741-8828-eb84ab4e88ee,4ecab03f-399b-4d91-9909-2defd4db12fe,,2023-01-06,,,01-31-2023,01-31-2023
4e86705b-1c34-41ec-a614-725ef9dfa921,6f6e6d2b-b679-4c22-b8a2-f4c1e557f2a9,,1981-06-12,,,01-31-2023,01-31-2023
8a816697-f1f3-476e-b95a-bffdde1e7fae,0a445655-77d8-4696-a5bf-83fbd69a321b,"2100,00",1988-10-24,2022-04-01,,01-31-2023,01-31-2023
119502a2-a56a-4939-a4c1-d97f8e4ff047,0a445655-77d8-4696-a5bf-83fbd69a321b,"2151,45",2022-04-01,2022-05-01,,01-31-2023,01-31-2023
9a731dd2-356a-4931-8670-9c88ba25d59b,0a445655-77d8-4696-a5bf-83fbd69a321b,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
f8ccdd2c-7e4c-4ad9-8849-0cb4b3b3bf2f,5e04178e-dc12-457f-b133-c7a27025fc80,,1980-10-15,,,01-31-2023,01-31-2023
9c5c6d57-5bcf-4dd1-859e-e8b9cbaf7929,e57a89dc-9ea3-4acb-a208-d4ad02c90015,,1987-07-07,,,01-31-2023,01-31-2023
ae61b344-52f3-4bf4-8b39-475969f9e076,f13f1400-dedc-49b4-bab5-a3a846603c3f,,1995-01-04,,,01-31-2023,01-31-2023
c23ff5c1-2649-4cc0-a836-108293c7c961,25dbcd87-6c33-453b-bbef-d479a88f876e,,2021-02-18,,,01-31-2023,01-31-2023
9471fa4a-76b2-4e0f-84de-112c2ca758f4,15eaa1a1-bb36-496c-b97b-0181d458ee28,,1988-10-02,,,01-31-2023,01-31-2023
21df314d-87c3-40b3-bc37-1c4ae58ed199,05e2326c-aa24-4247-b863-e877d7ca9595,,2007-01-09,,,01-31-2023,01-31-2023
cb752dbd-3b7a-4c8c-9497-5e981438966a,bada92d0-3465-4183-9839-878abc4d21af,,1976-05-19,,,01-31-2023,01-31-2023
69503123-760f-4010-9049-321a46a39a7a,9430961c-a62a-4ec1-b7d7-45dac5465c83,,2004-03-13,,,01-31-2023,01-31-2023
681c1236-044c-456e-836c-0d68cacfea20,0ec50271-2fd1-41e8-95f7-02df4fb24bd7,,1984-07-04,,,01-31-2023,01-31-2023
47c01602-5f46-4019-955d-e837ff9586b8,543d9e3b-e72d-4dea-8f96-4403545b3fc4,,2012-06-28,,,01-31-2023,01-31-2023
9d662197-5212-4e14-96c5-c0d881caa0e3,eed3634a-bf5f-4bb1-8d78-e8d99045d804,,1977-11-10,,,01-31-2023,01-31-2023
07f0601f-80d4-46ab-aac0-6a27992cb2d9,a8103182-5671-4de3-9fec-219000a7a501,,2007-01-03,,,01-31-2023,01-31-2023
c57761fe-ac8d-4569-8d41-c6e42874fb1d,ab351345-8f3c-4810-9153-7aafbde48328,,2018-07-17,,,01-31-2023,01-31-2023
10017c0d-ac6e-42aa-bf7b-e8fd6f3fddba,6764c0cd-d48b-48bc-a1ac-4a859a824fd7,,1988-04-26,,,01-31-2023,01-31-2023
661326f9-9e53-490b-a7ef-37b7833cb98e,2982519d-6465-407e-8a48-bed41108e3d1,,1980-06-29,,,01-31-2023,01-31-2023
e4fb9367-31c1-4976-841a-310bddda7e92,1ab735df-490f-4d0e-acca-29d0ea6a7700,,1987-03-08,,,01-31-2023,01-31-2023
68f8467b-a516-4126-b4a1-a650defd2b7c,bfa5a6b4-064c-4d0b-8070-0dd9ccb8c9a1,"2100,00",2011-02-16,2022-04-01,,01-31-2023,01-31-2023
7068de7b-d8e0-40fc-82de-dea3a0551d0a,bfa5a6b4-064c-4d0b-8070-0dd9ccb8c9a1,"2186,31",2022-04-01,2022-05-01,,01-31-2023,01-31-2023
569d2084-9a50-4fd7-9536-71bb4bb6256e,bfa5a6b4-064c-4d0b-8070-0dd9ccb8c9a1,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
db97c775-e415-4029-a82b-e6d9248d83e6,8273749b-284b-453d-a02b-279587acae44,,1997-08-15,,,01-31-2023,01-31-2023
8c20d934-278d-462e-a7f2-3868e05ff058,85aaaf97-9ab5-4259-a841-aedd2e819be3,"2100,00",2005-07-04,2022-05-01,,01-31-2023,01-31-2023
52370665-b556-40e3-851d-1b1ded2c660c,85aaaf97-9ab5-4259-a841-aedd2e819be3,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
8781388a-b64c-42a6-a04c-29a027b8d194,c8f2770f-f71d-4a25-a57e-b4c3b1a45716,"2740,00",1981-08-07,2022-04-01,,01-31-2023,01-31-2023
991fa2e9-45f2-489e-886a-7936f04f6459,c8f2770f-f71d-4a25-a57e-b4c3b1a45716,"2922,48",2022-04-01,,,01-31-2023,01-31-2023
2bb02fd8-6895-4613-87be-21bdd7f8f6d6,a657a55b-f3cf-44ef-a214-1f7400f5e745,,2001-04-19,,,01-31-2023,01-31-2023
fc472b37-95bf-476e-9384-1c1ac4420121,3f1da479-263f-4e02-a99c-fe35197210bf,,2013-05-26,,,01-31-2023,01-31-2023
ccfdd646-7ecb-4d69-8b65-64193ac89493,4dad76f6-6b44-43f3-ad85-c2837a9a5e82,,1984-05-17,,,01-31-2023,01-31-2023
2ed46bfb-87df-4314-a288-a80412a2b3d8,f1297f1f-e707-4612-806d-fce81695a1db,"2100,00",2008-01-01,2022-04-01,,01-31-2023,01-31-2023
0a5da324-cb66-41c2-a954-1dd20a982605,f1297f1f-e707-4612-806d-fce81695a1db,"2186,31",2022-04-01,2022-04-02,,01-31-2023,01-31-2023
55d751ab-ac1b-4f76-8dcc-2cd5537dc33a,f1297f1f-e707-4612-806d-fce81695a1db,"3300,00",2022-04-02,2022-05-01,,01-31-2023,01-31-2023
c6e4f291-714c-411c-95f4-021ff8b61f97,f1297f1f-e707-4612-806d-fce81695a1db,"3435,63",2022-05-01,,,01-31-2023,01-31-2023
1ac651ef-47ee-46c0-9517-fbd1f09be483,22714740-26f5-4857-adf7-98ab495c249b,,1996-05-23,,,01-31-2023,01-31-2023
9f3c94c1-fcd2-41b0-b471-478bc3075f94,4c1063a8-8fa5-4a8b-be85-b4d01f8892b8,,1972-03-24,,,01-31-2023,01-31-2023
2230d8ed-a363-46bc-a9c2-9d78f15aac52,52ec03d7-732f-4a01-8471-6ac10c7622d7,,2009-08-29,,,01-31-2023,01-31-2023
055e6bbb-b571-4471-b7ef-a0ea948da8cf,851e2c10-5045-4aa8-b08f-f8f406a5c4ff,,1972-10-24,,,01-31-2023,01-31-2023
1f28fbc1-9f08-4dd8-9828-d0c0f2a53059,65599bfa-55d9-48fa-8ff9-032f224dbeb5,,2000-08-11,,,01-31-2023,01-31-2023
12c1f349-e633-46dc-88de-7cdfc9087c33,68dca983-e6b3-4be3-a436-a48111414d4d,,2015-05-08,,,01-31-2023,01-31-2023
b08942a0-8cda-4f54-801b-5a0172113228,504010ea-1623-4c21-8976-059d71356803,,2018-02-18,,,01-31-2023,01-31-2023
48b6a224-562f-470d-bbce-cb45b87b9268,508dc99b-fcb7-406c-a314-2ed5fcc7cd1d,,2000-12-19,,,01-31-2023,01-31-2023
6f2ea33b-66a3-4423-b840-1f0a808829ea,8eafe569-0c5a-41f4-82a7-b1e534829978,,1988-04-16,,,01-31-2023,01-31-2023
4b28beaa-217a-451b-99b3-a3e6d024e8f5,8ef3e158-dc7a-4e09-8c57-e5ea04631199,,1991-12-28,,,01-31-2023,01-31-2023
8bda6108-da5e-4e52-a958-4e6872a0ef76,67815c88-93e5-4694-a28a-2f9c4e6ef242,,2013-03-24,,,01-31-2023,01-31-2023
4541a47e-f888-4fe2-9403-9e66edc01115,fb071a7f-5edb-449b-8e55-4c5c35f8e5fe,,1995-05-20,,,01-31-2023,01-31-2023
51961a52-16a1-465f-95ae-be6245933259,d71210c1-4b4a-4419-a2e1-cf07a0b6d9d2,,1994-05-27,,,01-31-2023,01-31-2023
5f82de54-decc-46c5-aebf-c1a8a963b980,575c9f32-c09b-40c6-b145-630ef471e33c,"2100,00",2002-10-10,2022-04-01,,01-31-2023,01-31-2023
e8f6afe9-4af0-410b-80a8-e049e5c7c510,575c9f32-c09b-40c6-b145-630ef471e33c,"2151,45",2022-04-01,2022-05-01,,01-31-2023,01-31-2023
a3e6913f-9f13-4417-ad5f-53423333eb5e,575c9f32-c09b-40c6-b145-630ef471e33c,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
94e43101-e0e1-4356-83e2-15076e389bdd,bc0a8422-a284-40e5-aadf-4e5c27acb288,"2100,00",1989-05-09,2022-04-01,,01-31-2023,01-31-2023
8b48f28d-c995-470a-84f0-9a4e8b122ad9,bc0a8422-a284-40e5-aadf-4e5c27acb288,"2186,31",2022-04-01,2022-05-01,,01-31-2023,01-31-2023
8454ffd7-a953-4f4d-88ea-4af0fa33c7af,bc0a8422-a284-40e5-aadf-4e5c27acb288,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
0f05fda0-b4a6-41ae-a9fc-ce4b03a903c0,5e71a0f5-d242-4583-aea7-9673cb3f1a7f,,2008-11-30,,,01-31-2023,01-31-2023
ebe95a64-2433-4b67-94f9-ddbcd08511cd,3a02c1a5-2981-40fa-82d7-b18dc13dcab7,,2002-12-13,,,01-31-2023,01-31-2023
1a3a4cb2-09fb-4da2-a355-34d3de2b94ef,d3110155-be43-4ad6-9982-ea56225c4688,"2740,00",2003-08-17,2022-04-01,,01-31-2023,01-31-2023
ea3153ac-53b3-4dd8-aef8-4f5df5e6c657,d3110155-be43-4ad6-9982-ea56225c4688,"2922,48",2022-04-01,,,01-31-2023,01-31-2023
8cb5063f-2be8-4640-a23a-891b74208638,c3049eec-5428-4de9-925f-105d12deae43,,1985-08-27,,,01-31-2023,01-31-2023
910d87a2-b32b-407d-901d-51688c01b32f,6c92a36f-b7e4-4e53-8342-0023a2c8a6db,"2100,00",1973-07-21,2022-05-01,,01-31-2023,01-31-2023
55cb7b58-3c18-49d6-a998-b32d58d86821,6c92a36f-b7e4-4e53-8342-0023a2c8a6db,"2276,40",2022-05-01,,,01-31-2023,01-31-2023
b60cb546-457a-45b1-9d70-a7d497d3aa54,406cee97-0307-410d-b8e2-50732f8c0707,,2010-05-10,,,01-31-2023,01-31-2023
d922d44d-c8e4-4095-b92e-40b024dc460d,1584da2a-9213-49f4-b650-4ea18b6fd101,,2010-01-22,,,01-31-2023,01-31-2023
e0bb128c-3c27-4383-80ae-fe04fecb7a22,e74bb682-0c68-483e-a8ba-560498027f16,,2007-07-25,,,01-31-2023,01-31-2023
9125cb09-d417-4ac6-bdb1-c762a01c61ed,d4026311-b831-4f31-bcc6-667f138c34c2,,2014-02-04,,,01-31-2023,01-31-2023
2943a9c9-5eca-475c-bedd-50abd8a5fcfb,57f69e37-2edd-45df-868e-7f4b9688ae59,,2001-05-30,,,01-31-2023,01-31-2023
87762bf5-3ccc-4faa-81fa-905b5d743304,c40af7ea-78ba-490c-b39a-6e2f942560bc,"2100,00",2011-07-21,2022-04-01,,01-31-2023,01-31-2023
c0816004-3ea7-4ee5-8c09-3d8d4db5629e,c40af7ea-78ba-490c-b39a-6e2f942560bc,"2186,31",2022-04-01,2022-04-02,,01-31-2023,01-31-2023
2ae14d0d-b08c-455d-aa30-267179685a37,c40af7ea-78ba-490c-b39a-6e2f942560bc,"3300,00",2022-04-02,2022-05-01,,01-31-2023,01-31-2023
a9fafe6e-72b1-4d54-af78-5d51397ea85c,c40af7ea-78ba-490c-b39a-6e2f942560bc,"3435,63",2022-05-01,,,01-31-2023,01-31-2023
0119c9fe-a6ff-40a2-b851-07dcbb6a800a,8e24c2d3-ffca-4d0c-8a45-9881ee15979a,,1996-12-29,,,01-31-2023,01-31-2023
eafdda93-169e-4f93-91cf-3c32fc987337,4ad794c1-3b23-474f-a814-ce28f482d58c,,2018-06-15,,,01-31-2023,01-31-2023
8845f9d1-1baf-43b6-9f2e-44304f5ebcaf,dd1848f9-8d17-4099-8024-31a20ce0cf6c,,2014-09-29,,,01-31-2023,01-31-2023
ddaa7f9a-a1f8-49ac-bf36-8b82c25adb7e,3c8b75f7-b2d5-42b8-90c5-b6abe6acd9ef,,1975-06-25,,,01-31-2023,01-31-2023
c64bcd4c-5b36-427b-b574-8aac72a5eb08,6d375630-b74d-4787-8578-0d04907f54d2,"2100,00",2016-08-10,2022-04-01,,01-31-2023,01-31-2023
0f7e257d-e481-4d4c-b47b-2291e4de19a0,6d375630-b74d-4787-8578-0d04907f54d2,"2151,45",2022-04-01,2022-05-01,,01-31-2023,01-31-2023
