id,employee_id,Salários,Data Inicial,Data FInal,Bonus,Criado_em,Upload_em
41a77051-874c-450b-89ee-ad83b582572a,94335941-32e7-4281-bc54-75438a1bb359,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
9b35f756-c3a0-4d21-89fe-787108508b4e,7346b8df-6a6c-4e9b-a90b-908746f663c5,"2100,00",1973-01-31,2022-04-01,,01-30-2023,01-30-2023
4fb96059-c720-4e7f-ac08-fc37d43b0558,7346b8df-6a6c-4e9b-a90b-908746f663c5,"2186,31",2022-04-01,2022-05-01,,01-30-2023,01-30-2023
ab189967-dd86-4290-ac84-2cbbc7916505,7346b8df-6a6c-4e9b-a90b-908746f663c5,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
e80c0534-bcb1-46f2-bfea-7406122961d8,ac3279ad-52d2-44ad-86c9-6e604e4abedf,"2740,00",1998-12-22,2022-04-01,,01-30-2023,01-30-2023
ad20ca0a-9e7e-48dd-a0ad-2d39221f118e,ac3279ad-52d2-44ad-86c9-6e604e4abedf,"2922,48",2022-04-01,,,01-30-2023,01-30-2023
a1ab428a-a37b-449c-8a2d-bffeb4757bc8,72abc247-9452-4070-8e65-85116ea2b5fd,"2100,00",1985-12-09,2022-05-01,,01-30-2023,01-30-2023
a59f9ed9-ca4f-4525-80f8-60bbe5b33f50,72abc247-9452-4070-8e65-85116ea2b5fd,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
43a206b0-950d-4106-930c-c10a2dc854de,d0552ada-531f-49d9-a064-9b07e500e939,"2100,00",2020-09-23,2022-04-01,,01-30-2023,01-30-2023
a1a3a943-09e4-46c7-b32d-855b2ef51543,d0552ada-531f-49d9-a064-9b07e500e939,"2186,31",2022-04-01,2022-04-02,,01-30-2023,01-30-2023
63ba799b-1f63-42ce-81d4-b7463299af2e,d0552ada-531f-49d9-a064-9b07e500e939,"3300,00",2022-04-02,2022-05-01,,01-30-2023,01-30-2023
d046d48b-4e93-4f02-8d35-e9a7f2f72aa5,d0552ada-531f-49d9-a064-9b07e500e939,"3435,63",2022-05-01,,,01-30-2023,01-30-2023
c1c3e5cf-66b1-43d0-9513-1d3ad60febcc,d98b45b3-abbb-4c37-b5ab-6014400d6890,,1990-07-22,,,01-30-2023,01-30-2023
d8e1fa29-027c-4041-9b05-edb850b085a9,6fa971dd-c096-43a7-92df-950afbf792d4,"2100,00",1976-04-12,2022-04-01,,01-30-2023,01-30-2023
dd177b3c-ec94-4e89-8a39-d33599042d86,6fa971dd-c096-43a7-92df-950afbf792d4,"2151,45",2022-04-01,2022-05-01,,01-30-2023,01-30-2023
e34ca54e-ee19-44bc-8707-a0535135be24,6fa971dd-c096-43a7-92df-950afbf792d4,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
ac8540f0-03cf-4583-8781-9133a86fe6d3,5e954b52-145e-43b4-bb8f-94ad9b95cf86,"2100,00",2008-12-22,2022-04-01,,01-30-2023,01-30-2023
1903cc3d-3ea2-48e7-a2f7-a4bba471bc23,5e954b52-145e-43b4-bb8f-94ad9b95cf86,"2186,31",2022-04-01,2022-05-01,,01-30-2023,01-30-2023
4c9ba649-8fd2-4806-a828-084b7d5a9d10,5e954b52-145e-43b4-bb8f-94ad9b95cf86,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
a5edd0a6-ea84-401f-b0f2-96956e0b9814,1e66ccbf-91f6-485c-abea-f0c80148cbf4,,1975-06-19,,,01-30-2023,01-30-2023
dea2cd5e-93d0-4d08-a180-22b402b6a9f6,cc5e4543-9f71-4cca-abe7-bd7adebd6ebd,,2022-05-23,,,01-30-2023,01-30-2023
13b67eed-fe21-42aa-ac89-f08450a7737e,e1a6c7a0-9a45-4663-b1b3-b9d15a9bbd09,,2001-02-24,,,01-30-2023,01-30-2023
c0c5b524-b3da-463b-9fa9-df26ab2be26d,e8fc1462-bad9-498d-87f0-d771821ccfdc,,2006-03-03,,,01-30-2023,01-30-2023
adef8410-7f59-43cf-b87f-c33158bb6256,0dd3269f-c7c2-42e6-9d4a-b8abb090b216,,1985-05-28,,,01-30-2023,01-30-2023
a5e3c1ae-180c-47db-acf5-fa4320c8d5cc,69e725c6-c830-4c51-8b5f-e834037394b6,,1978-07-28,,,01-30-2023,01-30-2023
d8d56b46-fee3-4760-8cb4-bbbac4dfd2a9,801830cf-580b-416a-a06a-a39e69534481,,1984-03-11,,,01-30-2023,01-30-2023
683a8772-0b36-44a1-88b3-41856b29eedc,06529853-9e15-442f-9054-a769c5935fe2,,1989-09-23,,,01-30-2023,01-30-2023
33422f2e-227c-4be7-ae1a-382b4094fdf3,eab854a4-e209-4997-a243-fafcb668f840,,2016-08-08,,,01-30-2023,01-30-2023
b077c1f0-90fd-40f7-9a0e-ef803d7b71a3,639dd393-8a41-4c7e-a260-116c5dbc0775,,1981-12-21,,,01-30-2023,01-30-2023
d58649eb-8300-4969-a7cf-47ba753fd65a,f292773f-98c8-4bf7-8e31-9b749c270d22,"2740,00",2006-10-01,2022-04-01,,01-30-2023,01-30-2023
a253456b-0363-4554-9684-56f86a0d79e6,f292773f-98c8-4bf7-8e31-9b749c270d22,"2922,48",2022-04-01,,,01-30-2023,01-30-2023
4c594a55-1834-4532-8b5d-e7c1da345629,cedc2c5c-5db7-4711-abb7-c9c7ab7ad916,,1994-07-29,,,01-30-2023,01-30-2023
354461cb-f461-42af-99ac-7b4470ec0348,e95714d9-c1c3-4dd3-a165-756031430db7,,2006-09-18,,,01-30-2023,01-30-2023
1ca8e7b0-4a60-4cbe-9bf4-50e291e9cb62,e22d404f-e4fb-4a42-8076-7c65fc6b559e,"2100,00",2018-04-24,2022-05-01,,01-30-2023,01-30-2023
4ed7aee5-43e3-4046-950d-d0cc70c08b74,e22d404f-e4fb-4a42-8076-7c65fc6b559e,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
e14eb9db-0071-464c-89da-f0f43e68c2ae,ad32fa62-15d9-4fe0-a8cf-64b047e54268,,2003-06-09,,,01-30-2023,01-30-2023
d3140f53-e77c-4dfa-a2d4-b5ac75dd083d,e743506b-2093-48e9-b16f-f373834bac7d,"2100,00",1974-04-19,2022-04-01,,01-30-2023,01-30-2023
217f395f-13f3-4b4b-b0a5-ac3f1b12083e,e743506b-2093-48e9-b16f-f373834bac7d,"2186,31",2022-04-01,2022-04-02,,01-30-2023,01-30-2023
892007a3-44eb-4a88-b18f-bcb7d7eca694,e743506b-2093-48e9-b16f-f373834bac7d,"3300,00",2022-04-02,2022-05-01,,01-30-2023,01-30-2023
7b2b0eac-3216-4a6f-ad24-35cee440cd75,e743506b-2093-48e9-b16f-f373834bac7d,"3435,63",2022-05-01,,,01-30-2023,01-30-2023
5d9d16fb-b1ef-4fb5-8a49-9031581f52c5,4b7fa2a6-904d-4e2a-a3c8-92aa9b522eca,,1998-10-02,,,01-30-2023,01-30-2023
57b42c81-9d95-4004-ace7-a1ae4790644a,8b1fabe0-3d4f-4d26-a708-c87efc8db5e2,,2023-01-04,,,01-30-2023,01-30-2023
b0aee2e5-f9c7-4cac-bcde-85c5b3d415fe,54530a41-9dea-42f0-afd5-73a3c1aaa660,,1988-09-16,,,01-30-2023,01-30-2023
dd3ad280-a60c-4cf2-b7bb-77c4108bce33,05a5760a-470b-4d70-9b2f-8a5670eb2609,,2023-01-06,,,01-30-2023,01-30-2023
932ec76f-30b5-4a3a-b84e-7553571142d0,bc418576-91f1-49a3-b87d-272d3194b97c,,1981-06-12,,,01-30-2023,01-30-2023
a14e8005-50ee-4f30-8745-ddd9fbefbd51,5f2ac60c-0fa1-49af-8282-d923d8f0cf16,"2100,00",1988-10-24,2022-04-01,,01-30-2023,01-30-2023
357f7f98-a296-4fb3-955b-930c763875f0,5f2ac60c-0fa1-49af-8282-d923d8f0cf16,"2151,45",2022-04-01,2022-05-01,,01-30-2023,01-30-2023
8eb2f066-eb2e-49f1-90a7-73513fb8d588,5f2ac60c-0fa1-49af-8282-d923d8f0cf16,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
a94e96f1-76cd-4e07-a4b8-c2a5447aca23,1c6c31f4-30fc-41ab-8965-57a6724cfc85,,1980-10-15,,,01-30-2023,01-30-2023
ef268178-51d6-4077-bdf4-8e9d2a023426,00add2c7-4a45-4252-b4f6-3c7a0ea2aba9,,1987-07-07,,,01-30-2023,01-30-2023
aa8546cb-6c4a-47c4-b3eb-4b5bdb0243c5,553fc8da-784f-4940-bfc4-e77f05f5a74e,,1995-01-04,,,01-30-2023,01-30-2023
1701675f-5b94-4bf2-ba02-59389dfc0394,66ae8d28-7437-44b5-9b84-ec18785d1e63,,2021-02-18,,,01-30-2023,01-30-2023
d6c133fa-bb6d-4b05-945f-ee3b14e0e50a,09bd8bef-08b1-4bd1-aa1f-30920ce6b7f7,,1988-10-02,,,01-30-2023,01-30-2023
4f16b7c6-ed72-4f82-ac5b-9ebad040ecfb,0fae8a02-8fbf-40bd-9306-3d256c1045c0,,2007-01-09,,,01-30-2023,01-30-2023
f9aab34c-a21d-43a0-acd1-077a8357d463,91b9283c-352a-438b-a843-5f79e7152957,,1976-05-19,,,01-30-2023,01-30-2023
9cec3bd3-7712-4e45-844f-3d926d305966,4b4f88ce-3b52-434d-bd05-a501230014b3,,2004-03-13,,,01-30-2023,01-30-2023
511e0f40-837d-4ef3-95d8-91140bd4aac7,a2ae8e4e-ee45-43f2-9f74-c8fd07142ac5,,1984-07-04,,,01-30-2023,01-30-2023
b999b3b7-0c45-4a26-afea-a2690dd66b91,200410eb-29bd-4ad3-bb29-b76394ca4c55,,2012-06-28,,,01-30-2023,01-30-2023
8d1bb5d3-6277-4c0a-87e3-0cd17e4ba276,6d7d0e75-a2f0-4e1a-9236-44d7c9a14dcd,,1977-11-10,,,01-30-2023,01-30-2023
6bf2898d-6659-4e8a-9466-f61e174c5aa7,5e3b3c33-ad58-40b6-9b32-89327f02aef3,,2007-01-03,,,01-30-2023,01-30-2023
4a4d2eec-c480-4cd1-812d-091db39a5c18,af933ad5-4933-4ac5-ab47-78c5f6779fab,,2018-07-17,,,01-30-2023,01-30-2023
eb5b2cdf-7b68-4d04-8ebe-6f639e0f2681,1b297f44-d81d-4c4d-9931-a84e20befe74,,1988-04-26,,,01-30-2023,01-30-2023
60943d06-1602-41a5-b376-0680bfc4d3d9,508b5aa5-1c8a-4164-8599-a8f275a923ef,,1980-06-29,,,01-30-2023,01-30-2023
dd443df9-4322-423b-8953-07723535f606,57670177-6711-4be4-8950-cce33e73e469,,1987-03-08,,,01-30-2023,01-30-2023
1e459216-b3b8-469b-b704-11998eb28e03,4fa05c68-fc54-4fd2-bb74-9d0982e2e115,"2100,00",2011-02-16,2022-04-01,,01-30-2023,01-30-2023
6d23f6cc-cfaa-460c-8ff8-97cfa801387d,4fa05c68-fc54-4fd2-bb74-9d0982e2e115,"2186,31",2022-04-01,2022-05-01,,01-30-2023,01-30-2023
bd406245-f97d-4da8-8282-8ffaa30d3886,4fa05c68-fc54-4fd2-bb74-9d0982e2e115,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
f441395d-3694-4ff3-950e-4aa11a16e3b4,783b17f8-7385-457e-bc8a-4ae6fa93ab36,,1997-08-15,,,01-30-2023,01-30-2023
a3706a36-24a5-4aa0-92c7-c2131c9c0de2,5f0d44f8-ca09-438b-85d5-9215793426d3,"2100,00",2005-07-04,2022-05-01,,01-30-2023,01-30-2023
3ad8dcf5-b61b-40ed-8afa-095b0107911f,5f0d44f8-ca09-438b-85d5-9215793426d3,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
282c3552-cde0-48c5-8ff3-37b268c2672d,32f62c2f-bb5e-4407-85ad-4f0befc500fa,"2740,00",1981-08-07,2022-04-01,,01-30-2023,01-30-2023
8b8782a0-c9d3-4d00-bdb7-d0b8d966f16a,32f62c2f-bb5e-4407-85ad-4f0befc500fa,"2922,48",2022-04-01,,,01-30-2023,01-30-2023
27ddcca7-6964-488f-8fb7-599bb47a45a2,de38e30c-cfe0-4de9-b405-fa22b3eb9f5e,,2001-04-19,,,01-30-2023,01-30-2023
80351304-866f-4795-873d-3dba49c19bc7,6096333d-a378-4b94-8c53-6a1b9b9588a5,,2013-05-26,,,01-30-2023,01-30-2023
be8eacc5-bb8d-4026-ad53-6c66fc35c571,49adab16-192e-4dc8-9409-3f59732194a8,,1984-05-17,,,01-30-2023,01-30-2023
1b4467e5-cfa6-41ba-871c-b3bb0e58678c,200d1787-bba6-46c7-a5cd-c78cd8a8f280,"2100,00",2008-01-01,2022-04-01,,01-30-2023,01-30-2023
efad79dd-b8f8-4de9-98d0-79777c5ef1d1,200d1787-bba6-46c7-a5cd-c78cd8a8f280,"2186,31",2022-04-01,2022-04-02,,01-30-2023,01-30-2023
a2486a21-4333-4305-be68-62ed1a644cee,200d1787-bba6-46c7-a5cd-c78cd8a8f280,"3300,00",2022-04-02,2022-05-01,,01-30-2023,01-30-2023
846af972-9f5b-47ce-80e7-8c90ed151c53,200d1787-bba6-46c7-a5cd-c78cd8a8f280,"3435,63",2022-05-01,,,01-30-2023,01-30-2023
d87cfcfd-8a5a-4ab0-a978-f96bb7a4122d,6350ac7b-201c-4980-8d71-03ae6f1b9ef8,,1996-05-23,,,01-30-2023,01-30-2023
778d6930-2cf9-483e-8569-fe57e9ab86be,a53f097c-dae2-4181-a036-ba5b1904d1d3,,1972-03-24,,,01-30-2023,01-30-2023
b5bafbc4-5547-47b2-86e5-5cbf2813a344,733c39aa-1098-47cd-b900-c5fb4ee64d13,,2009-08-29,,,01-30-2023,01-30-2023
5abd8a45-9e10-4236-9c68-5403c15f6400,58eae766-f46e-4691-ad5b-1461d92b6882,,1972-10-24,,,01-30-2023,01-30-2023
0f39af16-0e00-4b5e-b5da-47a6093533dc,3020f6a2-d628-4b00-a708-225b17f78cb5,,2000-08-11,,,01-30-2023,01-30-2023
418eb1a5-dcd7-4dde-9530-5c492e5726fe,eb4e9902-21f4-43b5-bc70-ceb30a2dc381,,2015-05-08,,,01-30-2023,01-30-2023
65f5e15a-3b29-4fab-a4e1-a91284b8111f,04124a4a-80da-4018-8e88-f3ececd0828b,,2018-02-18,,,01-30-2023,01-30-2023
9cf3567f-317c-411c-95c9-89b7e39fa712,dfb555f9-e5c5-4f88-948c-beac34503735,,2000-12-19,,,01-30-2023,01-30-2023
65df7d96-6c71-4b33-a7db-990fb652d135,97309f31-5ad4-4945-8f34-15abb5c7f352,,1988-04-16,,,01-30-2023,01-30-2023
1e8165ae-013d-4156-8493-5fa7221ec1d5,1d0e6dad-d080-4042-b0ba-132da21000f7,,1991-12-28,,,01-30-2023,01-30-2023
5c1cf025-ff6b-4b57-945c-710cef69f474,5b666d12-8c62-4f8d-9c29-73b4214742ee,,2013-03-24,,,01-30-2023,01-30-2023
7f5c1fa3-4fdd-4f97-94d0-1f2bcd4507d8,6ac59c69-5df2-4e8d-8fd9-327c02aa3d05,,1995-05-20,,,01-30-2023,01-30-2023
8cfcbdf5-743d-433a-895b-a3c2a7dd3637,0a398023-3109-4af8-8ae5-dda8b6f49997,,1994-05-27,,,01-30-2023,01-30-2023
6fba5ba6-a677-4916-905e-2abc300d5a84,2efc540d-21eb-431b-be23-0ad78336a1e4,"2100,00",2002-10-10,2022-04-01,,01-30-2023,01-30-2023
b59f2b6f-2692-4ec3-a9f3-374307393bea,2efc540d-21eb-431b-be23-0ad78336a1e4,"2151,45",2022-04-01,2022-05-01,,01-30-2023,01-30-2023
7349f7ac-5b9b-4ee5-bcc9-1fa4e78d15aa,2efc540d-21eb-431b-be23-0ad78336a1e4,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
dabeac91-0dab-4e9d-9f32-56eabd5e79b3,15a75dcf-2702-426a-8fd7-a38a549e7173,"2100,00",1989-05-09,2022-04-01,,01-30-2023,01-30-2023
5e625377-26b9-472a-b09a-20a8bfdfed44,15a75dcf-2702-426a-8fd7-a38a549e7173,"2186,31",2022-04-01,2022-05-01,,01-30-2023,01-30-2023
25fa1390-1cdb-4798-9fd5-7119753b5313,15a75dcf-2702-426a-8fd7-a38a549e7173,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
2e9c4b7b-3b98-4a83-8be6-45cf28c55048,9ca52f70-b8bf-4d56-8700-2f57e7aac47b,,2008-11-30,,,01-30-2023,01-30-2023
488f3ab3-9b73-4c25-a26f-4b2a1c5bf089,0ce79421-af04-4bfc-9020-478f45a0ee5b,,2002-12-13,,,01-30-2023,01-30-2023
35aa3404-3116-4d0f-ba5b-635434b3b827,f40c2919-5538-49ca-b308-e5d368203a39,"2740,00",2003-08-17,2022-04-01,,01-30-2023,01-30-2023
785cdcd7-bd22-4405-8b00-af94de65151e,f40c2919-5538-49ca-b308-e5d368203a39,"2922,48",2022-04-01,,,01-30-2023,01-30-2023
afc0ddb2-b8f3-4bbd-93d5-bd69432fcc5c,2d896fbd-e239-4bb2-8ac3-dcd96a5ea616,,1985-08-27,,,01-30-2023,01-30-2023
af42aea4-9dbe-4bc6-b4a4-3b711c361c74,40f1afd3-e111-4ff3-a9ad-3884ef0622c9,"2100,00",1973-07-21,2022-05-01,,01-30-2023,01-30-2023
d2ede7a7-2080-4dd2-8644-44efb87223f4,40f1afd3-e111-4ff3-a9ad-3884ef0622c9,"2276,40",2022-05-01,,,01-30-2023,01-30-2023
dccfd62d-13c8-44e4-972e-c8e8cd5598bb,d4f3736c-56e8-4fa7-a83f-c4e95706715d,,2010-05-10,,,01-30-2023,01-30-2023
fae2379a-a2a6-441a-9515-089b0671fcbc,29d94ed0-da61-49e5-a56b-de55b169fb49,,2010-01-22,,,01-30-2023,01-30-2023
bb6effbd-c9a6-4c05-8e27-a4753509384b,ce04a1bd-acc2-4b81-ad34-99973a21d2aa,,2007-07-25,,,01-30-2023,01-30-2023
7eeb79fc-9e9b-4cd4-a734-f001cdb9fc6f,37031118-adc4-463b-8f69-45e098677ce4,,2014-02-04,,,01-30-2023,01-30-2023
a2b637ad-fc63-4349-901a-543d188e5400,454615b7-d4f9-4a2d-aaf8-6c489ac34abd,,2001-05-30,,,01-30-2023,01-30-2023
3e171099-a92b-4f2b-b97d-ec6085a5d00a,4b9d8bf5-ca1c-438d-aebf-8aab5c85dac1,"2100,00",2011-07-21,2022-04-01,,01-30-2023,01-30-2023
6a863fc3-4c70-4ea9-9145-f2b3d74243ef,4b9d8bf5-ca1c-438d-aebf-8aab5c85dac1,"2186,31",2022-04-01,2022-04-02,,01-30-2023,01-30-2023
c8e93d40-06cb-40ae-89a4-575e06db2613,4b9d8bf5-ca1c-438d-aebf-8aab5c85dac1,"3300,00",2022-04-02,2022-05-01,,01-30-2023,01-30-2023
14e40ad1-ae40-4219-9323-ffe8196d7cc4,4b9d8bf5-ca1c-438d-aebf-8aab5c85dac1,"3435,63",2022-05-01,,,01-30-2023,01-30-2023
edb3cee6-fb56-4189-bfbe-3d36657c3bec,b74e470b-9b43-4c59-a798-2fad446cd96e,,1996-12-29,,,01-30-2023,01-30-2023
c53a61cb-3e86-4ceb-aec7-feeea035e4ea,958089aa-4825-4d50-99c3-2d523fe81391,,2018-06-15,,,01-30-2023,01-30-2023
e418b8f1-2cee-447c-9f97-a65e5770dde0,bb567200-e29e-477d-b93c-a3e879e78bf0,,2014-09-29,,,01-30-2023,01-30-2023
f765b450-ed52-4611-8ea7-c4f195f6fa9d,0ce5ed79-dcef-4ad3-9900-1aef5a0fba0a,,1975-06-25,,,01-30-2023,01-30-2023
62bde1ce-75b0-4fb1-aefd-00988d2d134c,1d47f78a-b1a4-4651-b5c5-265babd9fb3d,"2100,00",2016-08-10,2022-04-01,,01-30-2023,01-30-2023
